DocId;Nom du professionnel;Partenaires;Filière du professionnel;Activité du professionnel;Ville;Code postal du professionnel;Adresse;Date de l’audit;Type d’audit;Handicaps attribués
th212988;Office de Tourisme de Vaux sur Mer;TH - Charentes Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;VAUX-SUR-MER;17640;53 rue de Verdun;06/12/2019;Renouvellement;
th212989;Office de Tourisme Île d'Oléron - Bureau Saint Denis d'Oléron;TH - Charentes Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;SAINT-DENIS-D'OLERON;17650;Boulevard d'Antioche;27/09/2021;Renouvellement;
th212990;Destination Ile de Ré - Bureau d'information touristique de La Couarde-sur-Mer;TH - Charentes Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;LA COUARDE-SUR-MER;17670;4 route de Saint Martin;23/10/2023;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th212991;Office de Tourisme Aunis Marais Poitevin - Bureau de Surgeres;TH - Charentes Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;SURGERES;17700;5 rue Bersot;15/11/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th212992;OFFICE TOURISME ROCHEFORT OCEAN - BIT de Port des Barques;TH - Charentes Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;PORT-DES-BARQUES;17730;Place des Blagueurs;30/11/2021;Renouvellement;
th212993;Destination Ile de Ré - Bureau d'information touristique de Sainte-Marie-de-Ré;TH - Charentes Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;SAINTE-MARIE-DE-RE;17740;Place d'Antioche;23/03/2022;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th212994;Office de Tourisme Île d'Oléron - Bureau de la Bree les Bains;TH - Charentes Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;LA BREE-LES-BAINS;17840;20 rue des Ardillières;27/09/2021;Renouvellement;
th212995;Destination Ile de Ré - Bureau d'information touristique Les Portes-en-Ré;TH - Charentes Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;LES PORTES-EN-RE;17880;19 rue de la Grenouillère;23/10/2023;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th212996;Destination Ile de Ré - Bureau d'information touristique de Rivedoux-Plage;TH - Charentes Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;RIVEDOUX-PLAGE;17940;104 rue du Comte d'hastrel;23/03/2022;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th212997;Office de Tourisme Bourges Berry Tourisme;TH - Tourisme & Territoires du Cher|ADN Tourisme / ATH;Information touristique;Office de tourisme;BOURGES;18000;Place Simone Veil;15/11/2021;Renouvellement;
th212998;Office de Tourisme Berry Sologne Tourisme;TH - Tourisme & Territoires du Cher|ADN Tourisme / ATH;Information touristique;Office de tourisme;VIERZON;18100;5bis place Foch;15/11/2021;Renouvellement;
th212999;Office de Tourisme Berry Grand Sud - B.I.T Le Châtelet;TH - Tourisme & Territoires du Cher|ADN Tourisme / ATH;Information touristique;Office de tourisme;LE CHATELET;18170;Grande Rue;22/10/2024;Renouvellement;"MENTAL;MOTEUR;VISUEL;"
th213000;Office de Tourisme C?ur de France;TH - Tourisme & Territoires du Cher|ADN Tourisme / ATH;Information touristique;Office de tourisme;SAINT-AMAND-MONTROND;18200;Place de la République;23/11/2021;Renouvellement;
th213001;Office de Tourisme Berry Grand Sud - Culan;TH - Tourisme & Territoires du Cher;Information touristique;Office de tourisme;CULAN;18270;place du champ de foire;18/10/2024;Renouvellement;"MENTAL;MOTEUR;VISUEL;"
th213003;Office de Tourisme du Grand Sancerrois;TH - Tourisme & Territoires du Cher|ADN Tourisme / ATH;Information touristique;Office de tourisme;SANCERRE;18300;Esplanade Porte César;24/02/2023;Renouvellement;"AUDITIF;MENTAL;MOTEUR;"
th213004;Bureau d'Information Touristique de Graçay;TH - Tourisme & Territoires du Cher|ADN Tourisme / ATH;Information touristique;Office de tourisme;GRACAY;18310;4 place du Marché;23/11/2021;Renouvellement;
th213006;Bureau d'Information Touristique de Nançay;TH - Tourisme & Territoires du Cher|ADN Tourisme / ATH;Information touristique;Office de tourisme;NANCAY;18330;5 rue du Chateau;23/11/2021;Renouvellement;
th213007;Office de Tourisme Berry Grand Sud - Châteaumeillant;TH - Tourisme & Territoires du Cher;Information touristique;Office de tourisme;CHATEAUMEILLANT;18370;69 rue de la Libération;18/10/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213008;Office de Tourisme Sauldre et Sologne;TH - Tourisme & Territoires du Cher|ADN Tourisme / ATH;Information touristique;Office de tourisme;AUBIGNY-SUR-NERE;18700;1 rue de l'église;24/02/2023;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213009;Office de Tourisme du Kreiz Breizh;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;ROSTRENEN;22110;6 rue abbé Gibert;20/06/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213011;Office de Tourisme de Chartres métropole;TH - Eure-et-Loir Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;CHARTRES;28000;8 rue de la Poissonnerie;14/11/2022;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213012;Office de Tourisme Dreux agglomération;TH - Eure-et-Loir Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;DREUX;28100;9 Cour de l'Hôtel-Dieu;07/09/2022;Renouvellement;
th213015;Office de Tourisme de Chateaudun;TH - Eure-et-Loir Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;CHATEAUDUN;28200;1 RUE DE LUYNES;24/09/2021;Renouvellement;
th213017;Office de Tourisme Communautaire des 3 Rivières;TH - Eure-et-Loir Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;CLOYES-SUR-LE-LOIR;28220;25, Rue Nationale;28/09/2023;Renouvellement;
th213018;Office de Tourisme du Perche;TH - Eure-et-Loir Tourisme|ADN Tourisme / ATH;Information touristique;Office de tourisme;NOGENT-LE-ROTROU;28400;9 rue Villette Gâté;21/11/2022;Renouvellement;
th213020;Office de Tourisme du Pays de Douarnenez;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;DOUARNENEZ;29100;1 rue du Docteur Mével;19/12/2022;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213021;OFFICE DE TOURISME DE FOUESNANT-LES GLENAN;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;FOUESNANT;29170;4 espace Kerneveleck;19/12/2022;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213023;Office de Tourisme Quimperlé Les Rias – Bureau de Quimperlé;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;QUIMPERLE;29300;3 Place Charles de Gaulle;19/02/2020;Renouvellement;
th213024;Office de Tourisme Quimperlé Les Rias – BIT de Riec-sur-Bélon;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;RIEC-SUR-BELON;29340;PLACE Y LOUDOUX;26/03/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213025;OFFICE DE TOURISME DE QUIMPERLE LES RIAS - BIT de MOELAN-SUR-MER;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;MOELAN-SUR-MER;29350;20 PLACE DE L'EGLISE;26/03/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213026;OFFICE DE TOURISME DE QUIMPERLE TERRE OCEANE - BIT SCAER;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;SCAER;29390;PLACE DE LA LIBERATION;19/02/2020;Renouvellement;
th213028;Accueil Touristique de Plouescat;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;PLOUESCAT;29430;5 rue des Halles;12/07/2019;Renouvellement;
th213030;OT de Concarneau à Pont-Aven - BIT de Concarneau;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;CONCARNEAU;29900;Quai d'Aiguillon;15/03/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213032;Destination Rennes - Office de Tourisme;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;RENNES;35000;1 Rue St Malo;09/05/2022;Adhésion;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213035;Office de Tourisme de Saint-Malo Baie du Mont St Michel - OT Saint-Malo;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;SAINT-MALO;35400;Destination Saint-Malo Baie du Mont Saint Michel Esplanade Saint-Vincent;19/03/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213036;Pays de Châteaugiron TOURISME;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;CHATEAUGIRON;35410;2 rue nationale;15/10/2024;Renouvellement;
th213037;Office de tourisme de Vitré;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;VITRE;35500;Place du Général De Gaulle;23/04/2021;Renouvellement;
th213038;Office de Tourisme Couesnon Marches de Bretagne;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;BAZOUGES-LA-PEROUSE;35560;2 place de l'Hôtel de Ville;14/11/2023;Renouvellement;"AUDITIF;MENTAL;MOTEUR;"
th213039;Office de Tourisme du Pays de Redon;ADN Tourisme / ATH|TH - OTB;Information touristique;Office de tourisme;REDON;35600;Place de la République;18/04/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213041;Office de Tourisme du Pays de George Sand;TH - Agence d'Attractivité de l'Indre|ADN Tourisme / ATH;Information touristique;Office de tourisme;LA CHATRE;36400;134 rue Nationale;17/11/2021;Renouvellement;
th213042;Office de Tourisme du Pays de Valençay;TH - Agence d'Attractivité de l'Indre|ADN Tourisme / ATH;Information touristique;Office de tourisme;VALENCAY;36600;2 avenue de la Résistance;07/06/2022;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213043;Office de Tourisme de Tours Val de Loire;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;TOURS;37000;78-82 rue Bernard Palissy;10/08/2022;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213044;Office de Tourisme Azay-Chinon Val de Loire (Bureau d'Accueil de Richelieu);TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;RICHELIEU;37120;Place du marché;13/08/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213045;OFFICE DE TOURISME TOURAINE NATURE//Bureau d'accueil de Langeais;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;LANGEAIS;37130;19 rue thiers;28/04/2023;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213047;Office de tourisme Autour de Chenonceaux - BIT de Bléré;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;BLERE;37150;8 rue Jean-Jacques Rousseau;28/04/2023;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213048;Office de Tourisme d'Azay-le-Rideau;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;AZAY-LE-RIDEAU;37190;Bureau d'accueil d'Azay-le-Rideau;05/04/2024;Renouvellement;
th213049;Office de Tourisme Montlouis-Vouvray: Touraine Val de Loire - Bureau de Vouvray;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;VOUVRAY;37210;12 rue Rabelais;24/06/2024;Renouvellement;
th213050;Office de Tourisme Azay-Chinon Val de Loire - Bureau d'Accueil de Montbazon;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;MONTBAZON;37250;Esplanade de la Grange Rouge;11/06/2021;Renouvellement;
th213051;Office de Tourisme Montlouis-Vouvray : Touraine Val de Loire/Bureau de Montlouis;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;MONTLOUIS-SUR-LOIRE;37270;26 rue Pierre Maitre;07/06/2024;Renouvellement;
th213054;bureau d'information touristique au Grand Pressigny;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;LE GRAND-PRESSIGNY;37350;place Savoie Villars;17/02/2022;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213055;Bureau d'Information Touristique de Montrésor;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;MONTRESOR;37460;43 grande rue;11/06/2021;Renouvellement;
th213056;Office de Tourisme Azay-Chinon Val de Loire - Bureau d'Accueil de Chinon;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;CHINON;37500;1 rue Rabelais;30/11/2021;Renouvellement;
th213057;Office de Tourisme de Villandry;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;VILLANDRY;37510;Rue Principale;13/08/2024;Renouvellement;
th213058;Office de Tourisme du Val d'Amboise;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;AMBOISE;37530;Quai du Général de Gaulle;25/11/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213059;Office de Tourisme de Loches Touraine Châteaux de la Loire;TH - Agence Départementale du Tourisme de Touraine|ADN Tourisme / ATH;Information touristique;Office de tourisme;LOCHES;37600;Place de la Marne;19/04/2023;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213060;Office de Tourisme Sud Val de Loire;ADN Tourisme / ATH|TH - Agence de Développement Touristique Val-de-Loire - Loir-et-Cher;Information touristique;Office de tourisme;SAINT-AIGNAN;41110;60 RUE CONSTANT RAGOT;10/01/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213061;Maison du Tourisme de Selles-sur-Cher;ADN Tourisme / ATH|TH - Agence de Développement Touristique Val-de-Loire - Loir-et-Cher;Information touristique;Office de tourisme;SELLES-SUR-CHER;41130;26 RUE DE SION;10/01/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213063;Office de Tourisme de Romorantin-Lanthenay;ADN Tourisme / ATH|TH - Agence de Développement Touristique Val-de-Loire - Loir-et-Cher;Information touristique;Office de tourisme;ROMORANTIN-LANTHENAY;41200;32 place de la Paix;23/10/2020;Renouvellement;
th213064;Office de Tourisme de Sologne;ADN Tourisme / ATH|TH - Agence de Développement Touristique Val-de-Loire - Loir-et-Cher;Information touristique;Office de tourisme;SALBRIS;41300;41 Rue du Général Giraud;28/10/2021;Renouvellement;
th213066;Service Tourisme Coeur de Sologne - Lamotte-Beuvron;ADN Tourisme / ATH|TH - Agence de Développement Touristique Val-de-Loire - Loir-et-Cher;Information touristique;Office de tourisme;LAMOTTE-BEUVRON;41600;Bureau de Lamotte-Beuvron;10/01/2024;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213067;OT du Val de Sully - Bureau de Germigny des Prés;ADN Tourisme / ATH|TH - Tourisme Loiret;Information touristique;Office de tourisme;GERMIGNY-DES-PRES;45110;6 route de St Martin;11/08/2021;Renouvellement;
th213069;Office de Tourisme de l'Agglomération Montargoise Et rives du loing;ADN Tourisme / ATH|TH - Tourisme Loiret;Information touristique;Office de tourisme;MONTARGIS;45200;35, rue Renée de France;10/02/2023;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
th213073;Office de Tourisme de Gien;ADN Tourisme / ATH|TH - Tourisme Loiret;Information touristique;Office de tourisme;GIEN;45500;Place Jean Jaurès;25/06/2023;Renouvellement;"AUDITIF;MENTAL;MOTEUR;VISUEL;"
